title,authors_name,conference_name,published_year,school_institution,domain
"{
    ""title"": ""DeepSteal: Advanced Model Extractions Leveraging Efficient Weight Stealing in Memories""
}","```json
{
    ""authors"": ""Adnan Siraj Rakin, Md Hafizul Islam Chowdhuryy, Fan Yao, Deliang Fan""
}
```","{
    ""conference"": ""SP""
}","{
    ""year"": ""2022""
}","{
    ""school"": ""School of Electrical, Computer, and Energy Engineering, Arizona State University, Department of Electrical and Computer Engineering, University of Central Florida""
}","```json
{
    ""research_domain"": ""adversarial machine learning""
}
```"
"```json
{
    ""title"": ""Deep perceptual hashing algorithms with hidden dual purpose: when client-side scanning does facial recognition""
}
```","```json
{
    ""authors"": ""Shubham Jain, Ana-Maria Cretu, Antoine Cully, Yves-Alexandre de Montjoye""
}
```","{
    ""conference"": ""SP""
}","{
    ""year"": ""2023""
}","```json
{
    ""school"": ""Imperial College London""
}
```","```json
{
    ""research_domain"": ""adversarial machine learning""
}
```"
"{
    ""title"": ""DEFTL: Implementing Plausibly Deniable Encryption in Flash Translation Layer""
}","```json
{
    ""authors"": ""Shijie Ji, Luning Xia, Bo Chen, Peng Liu""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2017""
}
```","```json
{
    ""school"": ""Data Assurance and Communication Security Research Center, Chinese Academy of Sciences, State Key Laboratory of Information Security, Institute of Information Engineering, Chinese Academy of Sciences, Department of Computer Science, Michigan Technological University, College of Information Sciences and Technology, The Pennsylvania State University""
}
```","```json
{
    ""research_domain"": ""embedded systems security""
}
```"
"{
    ""title"": ""DEFY: A Deniable, Encrypted File System for Log-Structured Storage""
}","```json
{
    ""authors"": ""Timothy M. Peters, Mark A. Gondree, Zachary N. J. Peterson""
}
```","```json
{
    ""conference"": ""NDSS""
}
```","```json
{
    ""year"": ""2015""
}
```","```json
{
    ""school"": ""Cal Poly, San Luis Obispo, Naval Postgraduate School""
}
```","```json
{
    ""research_domain"": ""information security""
}
```"
"{
    ""title"": ""DeHiREC: Detecting Hidden Voice Recorders via ADC Electromagnetic Radiation""
}","```json
{
    ""authors"": ""Ruochen Zhou, Xiaoyu Ji, Chen Yan, Yi-Chao Chen, Wenyuan Xu, Chaohao Li""
}
```","```json
{
    ""conference"": ""SP""
}
```","{
    ""year"": ""2023""
}","{
    ""school"": ""Zhejiang University, Shanghai Jiao Tong University, Microsoft Research Asia""
}","```json
{
    ""research_domain"": ""information security""
}
```"
"{
    ""title"": ""Drones’ Cryptanalysis - Smashing Cryptography with a Flicker""
}","{
    ""authors"": ""Ben Nassi, Raz Ben-Netanel, Adi Shamir, Yuval Elovici""
}","{
    ""conference"": ""NDSS""
}","```json
{
    ""year"": ""2019""
}
```","```json
{
    ""school"": ""Ben-Gurion University of the Negev, Weizmann Institute of Science""
}
```","```json
{
    ""research_domain"": ""cryptographic api misuse detection""
}
```"
"{
    ""title"": ""Demystifying Resource Management Risks in Emerging Mobile App-in-App Ecosystems""
}","```json
{
    ""authors"": ""Haoran Lu, Luyi Xing, Yue Xiao, Yifan Zhang, Xiaojing Liao, XiaoFeng Wang, Xueqiang Wang""
}
```","{
    ""conference"": ""CCS""
}","```json
{
    ""year"": ""2020""
}
```","```json
{
    ""school"": ""Indiana University Bloomington""
}
```","```json
{
    ""research_domain"": ""mobile browser security""
}
```"
"{
    ""title"": ""DEPCOMM : Graph Summarization on System Audit Logs for Attack Investigation""
}","{
    ""authors"": ""Zhiqiang Xu, Pengcheng Fang, Changlin Liu, Xusheng Xiao, Y u Wen, Dan Meng""
}","{
    ""conference"": ""SP""
}","{
    ""year"": ""2022""
}","```json
{
    ""school"": ""Institute of Information Engineering, Chinese Academy of Sciences, China, School of Cyber Security, University of Chinese Academy of Sciences, China, Department of Computer and Data Sciences, Case Western Reserve University, USA""
}
```","```json
{
    ""research_domain"": ""advanced persistent threat detection""
}
```"
"```json
{
    ""title"": ""Deploying Android Security Updates: an Extensive Study Involving Manufacturers, Carriers, and End Users""
}
```","```json
{
    ""authors"": ""Kailani R. Jones, Ting-Fang Yen, Sathya Chandran Sundaramurthy, Alexandru G. Bardas""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2020""
}
```","```json
{
    ""school"": ""University of Kansas, DataVisor, Inc.""
}
```","```json
{
    ""research_domain"": ""mobile platform security""
}
```"
"{
    ""title"": ""“Desperate Times Call for Desperate Measures”: User Concerns with Mobile Loan Apps in Kenya""
}","{
    ""authors"": ""Collins W. Munyendo, Yasemin Acar, Adam J. Aviv""
}","{
    ""conference"": ""SP""
}","{
    ""year"": ""2022""
}","```json
{
    ""school"": ""The George Washington University""
}
```","```json
{
    ""research_domain"": ""privacy preserving computation""
}
```"
"{
    ""title"": ""Detecting (Absent) App-to-app Authentication on Cross-device Short-distance Channels""
}","{
    ""authors"": ""Stefano Cristalli, Long Lu, Danilo Bruschi, Andrea Lanzi""
}","```json
{
    ""conference"": ""ACSAC""
}
```","```json
{
    ""year"": ""2019""
}
```","```json
{
    ""school"": ""University of Milan, Northeastern University""
}
```","```json
{
    ""research_domain"": ""authentication mechanisms""
}
```"
"{
    ""title"": ""Detecting Fake Accounts in Online Social Networks at the Time of Registrations""
}","{
    ""authors"": ""Dong Yuan, Yuanli Miao, Neil Zhenqiang Gong, Zheng Yang, Qi Li, Dawn Song, Qian Wang, Xiao Liang""
}","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2019""
}
```","```json
{
    ""school"": ""Institute for Network Sciences and Cyberspace, Tsinghua University, Beijing, China, Beijing National Research Center for Information Science and Technology (BNRist), Tsinghua University, Beijing, China, Department of Electrical and Computer Engineering, Duke University, Durham, NC, Computer Science Division, University of California, Berkeley, CA, School of Cyber Science and Engineering, Wuhan University, China, Tencent, China""
}
```","```json
{
    ""research_domain"": ""adversarial social networking""
}
```"
"```json
{
    ""title"": ""Detecting Structurally Anomalous Logins Within Enterprise Networks""
}
```","```json
{
    ""authors"": ""Hossein Siadati, Nasir Memon""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2017""
}
```","```json
{
    ""school"": ""New York University""
}
```","```json
{
    ""research_domain"": ""network intrusion detection systems""
}
```"
"```json
{
    ""title"": ""Detecting AI Trojans Using Meta Neural Analysis""
}
```","```json
{
    ""authors"": ""Xiaojun Xu, Qi Wang, Huichen Li, Nikita Borisov, Carl A. Gunter, Bo Li""
}
```","{
    ""conference"": ""SP""
}","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""University of Illinois at Urbana-Champaign""
}
```","```json
{
    ""research_domain"": ""adversarial machine learning""
}
```"
"{
    ""title"": ""Detection of Electromagnetic Interference Attacks on Sensor Systems""
}","{
    ""authors"": ""Youqian Zhang, Kasper Rasmussen""
}","{
    ""conference"": ""SP""
}","{
    ""year"": ""2020""
}","```json
{
    ""school"": ""University of Oxford""
}
```","```json
{
    ""research_domain"": ""embedded systems security""
}
```"
"```json
{
    ""title"": ""Detection of Inconsistencies in Privacy Practices of Browser Extensions""
}
```","```json
{
    ""authors"": ""Duc Bui, Brian Tang, Kang G. Shin""
}
```","{
    ""conference"": ""SP""
}","```json
{
    ""year"": ""2023""
}
```","```json
{
    ""school"": ""The University of Michigan""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"```json
{
    ""title"": ""Deterministic, Stash-Free Write-Only ORAM""
}
```","```json
{
    ""authors"": ""Daniel S. Roche, Adam Aviv, Seung Geol Choi, Travis Mayberry""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2017""
}
```","```json
{
    ""school"": ""United States Naval Academy""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"{
    ""title"": ""Device Fingerprinting with Peripheral Timestamps""
}","```json
{
    ""authors"": ""John V. Monaco""
}
```","{
    ""conference"": ""SP""
}","```json
{
    ""year"": ""2022""
}
```","```json
{
    ""school"": ""Naval Postgraduate School""
}
```","```json
{
    ""research_domain"": ""device fingerprinting""
}
```"
"{
    ""title"": ""DIANE : Identifying Fuzzing Triggers in Apps to Generate Under-constrained Inputs for IoT Devices""
}","```json
{
    ""authors"": ""Nilo Redini, Andrea Continella, Dipanjan Das, Giulio De Pasquale, Noah Spahn, Aravind Machiry, Antonio Bianchi, Christopher Kruegel, Giovanni Vigna""
}
```","{
    ""conference"": ""SP""
}","```json
{
    ""year"": ""2021""
}
```","{
    ""school"": ""UC Santa Barbara, University of Twente, Purdue University""
}","```json
{
    ""research_domain"": ""iot security""
}
```"
"{
    ""title"": ""Differential Privacy with Bounded Priors: Reconciling Utility and Privacy in Genome-Wide Association Studies""
}","```json
{
    ""authors"": ""Florian Tramèr, Zhicong Huang, Jean-Pierre Hubaux, Erman Ayday""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2015""
}
```","```json
{
    ""school"": ""School of IC, EPFL, Computer Engineering Department, Bilkent University""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"{
    ""title"": ""PrivKV: Key-Value Data Collection with Local Differential Privacy""
}","{
    ""authors"": ""Qingqing Ye, Haibo Hu, Xiaofeng Meng, Huadi Zheng""
}","{
    ""conference"": ""NDSS""
}","{
    ""year"": ""2023""
}","{
    ""school"": ""School of Information, Renmin University of China, Department of Electronic and Information Engineering, Hong Kong Polytechnic University""
}","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"{
    ""title"": ""Differentially Private Nonparametric Hypothesis Testing""
}","```json
{
    ""authors"": ""Simon Couch, Zeki Kazan, Kaiyan Shi, Andrew Bray, Adam Groce""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2019""
}
```","```json
{
    ""school"": ""Reed College""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"{
    ""title"": ""Differentially Private Histograms in the Shufﬂe Model from Fake Users""
}","```json
{
    ""authors"": ""Albert Cheu, Maxim Zhilyaev""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2022""
}
```","{
    ""school"": ""Georgetown University, Meta Privacy""
}","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"{
    ""title"": ""Differential Privacy and Swapping: Examining De-Identification’s Impact on Minority Representation and Privacy Preservation in the U.S. Census""
}","```json
{
    ""authors"": ""Miranda Christ, Sarah Radway, Steven M. Bellovin""
}
```","{
    ""conference"": ""SP""
}","```json
{
    ""year"": ""2022""
}
```","```json
{
    ""school"": ""Columbia University, Tufts University""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"```json
{
    ""title"": ""DIFUZE: Interface Aware Fuzzing for Kernel Drivers""
}
```","```json
{
    ""authors"": ""Jake Corina, Aravind Machiry, Christopher Salls, Yan Shoshitaishvili, Shuang Hao, Christopher Kruegel, Giovanni Vigna""
}
```","{
    ""conference"": ""CCS""
}","```json
{
    ""year"": ""2017""
}
```","```json
{
    ""school"": ""UC Santa Barbara, Arizona State University, University of Texas at Dallas""
}
```","```json
{
    ""research_domain"": ""embedded systems security""
}
```"
"```json
{
    ""title"": ""Diogenes: Lightweight Scalable RSA Modulus Generation with a Dishonest Majority""
}
```","```json
{
    ""authors"": ""Megan Chen, Carmit Hazay, Yuval Ishai, Yuriy Kashnikov, Daniele Micciancio, Tarik Riviere, abhi shelat, Muthu Venkitasubramaniam, Ruihan Wang""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""Northeastern U., Ligero Inc., Bar-Ilan U., Technion, UC San Diego, U. of Rochester""
}
```","```json
{
    ""research_domain"": ""blockchain and cryptographic security""
}
```"
"```json
{
    ""title"": ""Diogenes: Lightweight Scalable RSA Modulus Generation with a Dishonest Majority""
}
```","```json
{
    ""authors"": ""Megan Chen, Carmit Hazay, Yuval Ishai, Yuriy Kashnikov, Daniele Micciancio, Tarik Riviere, abhi shelat, Muthu Venkitasubramaniam, Ruihan Wang""
}
```","```json
{
    ""conference"": ""SP""
}
```","{
    ""year"": ""2021""
}","```json
{
    ""school"": ""Northeastern U., Bar-Ilan U., Technion, UC San Diego, U. of Rochester, Ligero Inc.""
}
```","```json
{
    ""research_domain"": ""blockchain and cryptographic security""
}
```"
"```json
{
    ""title"": ""Discop: Provably Secure Steganography in Practice""
}
```","{
    ""authors"": ""Jinyang Ding, Kejiang Chen, Yaofei Wang, Na Zhao, Weiming Zhang, Nenghai Yu""
}","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2023""
}
```","```json
{
    ""school"": ""University of Science and Technology of China, Hefei University of Technology""
}
```","```json
{
    ""research_domain"": ""information security""
}
```"
"{
    ""title"": ""DiSE: Distributed Symmetric-key Encryption""
}","```json
{
    ""authors"": ""Shashank Agrawal, Payman Mohassel, Pratyay Mukherjee, Peter Rindal""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2018""
}
```","```json
{
    ""school"": ""Visa Research, Oregon State University""
}
```","```json
{
    ""research_domain"": ""cryptographic api misuse detection""
}
```"
"{
    ""title"": ""Dissecting Tor Bridges: a Security Evaluation of Their Private and Public Infrastructures""
}","{
    ""authors"": ""Srdjan Matic, Carmela Troncoso, Juan Caballero""
}","{
    ""conference"": ""NDSS""
}","{
    ""year"": ""2017""
}","```json
{
    ""school"": ""IMDEA Software Institute, Universita degli Studi di Milano""
}
```","```json
{
    ""research_domain"": ""network security""
}
```"
"```json
{
    ""title"": ""Distributed Measurement with Private Set-Union Cardinality""
}
```","```json
{
    ""authors"": ""Ellis Fenske, Akshaya Mani, Aaron Johnson, Micah Sherr""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2017""
}
```","```json
{
    ""school"": ""Tulane University, Georgetown University, U.S. Naval Research Laboratory""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"{
    ""title"": ""DNS Cache Poisoning Attack Reloaded: Revolutions with Side Channels""
}","```json
{
    ""authors"": ""Keyu Man, Zhiyun Qian, Zhongjie Wang, Xiaofeng Zheng, Youjun Huang, Haixin Duan""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2020""
}
```","```json
{
    ""school"": ""University of California, Riverside, Qi-AnXin Group, Tsinghua University""
}
```","```json
{
    ""research_domain"": ""network security""
}
```"
"{
    ""title"": ""Do Cookie Banners Respect my Choice? Measuring Legal Compliance of Banners from IAB Europe’s Transparency and Consent Framework""
}","```json
{
    ""authors"": ""Célestin Matte, Nataliia Bielova, Cristiana Santos""
}
```","```json
{
    ""conference"": ""SP""
}
```","{
    ""year"": ""2020""
}","```json
{
    ""school"": ""Université Côte d’Azur, Inria, Research Centre for Justice and Governance, School of Law, University of Minho""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
